assembly_id,organism_name,is_fungi,match_method,genbank_group,assembly_level,genbank_assembly_accession,refseq_paired_assembly,genbank_organism_name
GCA_011058875.1,Neopestalotiopsis sp. 37M,Y,assembly_exact,fungi,Scaffold,GCA_011058875.1,na,Neopestalotiopsis sp. 37M
GCA_012184315.1,Arthrobotrys entomopaga,Y,assembly_exact,fungi,Scaffold,GCA_012184315.1,na,Arthrobotrys entomopaga
GCA_013176395.1,Venturia oleaginea,Y,assembly_exact,fungi,Contig,GCA_013176395.1,na,Venturia oleaginea
GCA_014235945.1,Colletotrichum plurivorum,Y,assembly_exact,fungi,Scaffold,GCA_014235945.1,na,Colletotrichum plurivorum
GCA_016097085.2,Sporothrix curviconia,Y,assembly_exact,fungi,Contig,GCA_016097085.2,na,Sporothrix curviconia
GCA_016758965.1,Circinella minor,Y,assembly_exact,fungi,Scaffold,GCA_016758965.1,na,Circinella minor
GCA_018408605.1,Aspergillus unguis,Y,assembly_exact,fungi,Scaffold,GCA_018408605.1,na,Aspergillus unguis
GCA_019721355.1,Aspergillus sp. MEXU 27854,Y,assembly_exact,fungi,Contig,GCA_019721355.1,na,Aspergillus sp. MEXU 27854
GCA_021117315.1,Immersiporthe knoxdaviesiana,Y,assembly_exact,fungi,Complete Genome,GCA_021117315.1,na,Immersiporthe knoxdaviesiana
GCA_022457085.1,Saccharomycotina sp. CBS 16003,Y,assembly_exact,fungi,Contig,GCA_022457085.1,na,Saccharomycotina sp. CBS 16003
GCA_022578775.1,Xylaria venustula,Y,assembly_exact,fungi,Scaffold,GCA_022578775.1,na,Xylaria venustula
GCA_022836555.1,Colletotrichum tofieldiae,Y,assembly_exact,fungi,Contig,GCA_022836555.1,na,Colletotrichum tofieldiae
GCA_023658535.1,Epichloe glyceriae,Y,assembly_exact,fungi,Complete Genome,GCA_023658535.1,na,Epichloe glyceriae
GCA_023848605.1,Aureobasidium sp. EXF-10728,Y,assembly_exact,fungi,Contig,GCA_023848605.1,na,Aureobasidium sp. EXF-10728
GCA_024244195.1,Ascosphaera aggregata,Y,assembly_exact,fungi,Scaffold,GCA_024244195.1,na,Ascosphaera aggregata
GCA_024713625.1,Morchella sp. 2018-W30,Y,assembly_exact,fungi,Scaffold,GCA_024713625.1,na,Morchella sp. 2018-W30
GCA_024713705.1,Morchella sp. 2018-W38C,Y,assembly_exact,fungi,Scaffold,GCA_024713705.1,na,Morchella sp. 2018-W38C
GCA_025389085.1,Sclerotinia subarctica,Y,assembly_exact,fungi,Contig,GCA_025389085.1,na,Sclerotinia subarctica
GCA_027946355.1,Collariella sp. IMI 366227,Y,assembly_exact,fungi,Contig,GCA_027946355.1,na,Collariella sp. IMI 366227
GCA_029717555.1,Peribolospora baueri,Y,assembly_exact,fungi,Scaffold,GCA_029717555.1,na,Peribolospora baueri
GCA_030015385.1,Trichoderma sp. BMH-0061,Y,assembly_exact,fungi,Scaffold,GCA_030015385.1,na,Trichoderma sp. BMH-0061
GCA_030563165.1,Teunomyces stri,Y,assembly_exact,fungi,Scaffold,GCA_030563165.1,na,Teunomyces stri
GCA_030563185.1,Saturnispora sanitii,Y,assembly_exact,fungi,Scaffold,GCA_030563185.1,na,Saturnispora sanitii
GCA_030563775.1,[Candida] loeiensis,Y,assembly_exact,fungi,Scaffold,GCA_030563775.1,na,[Candida] loeiensis
GCA_030579495.1,Pichia heedii,Y,assembly_exact,fungi,Scaffold,GCA_030579495.1,na,Pichia heedii
GCA_030778065.1,Akanthomyces uredinophilus,Y,assembly_versionless,fungi,Contig,GCA_030778065.2,na,Akanthomyces uredinophilus
GCA_030867305.1,Colletotrichum zoysiae,Y,assembly_exact,fungi,Scaffold,GCA_030867305.1,na,Colletotrichum zoysiae
GCA_034638275.1,Colletotrichum lini,Y,assembly_exact,fungi,Contig,GCA_034638275.1,na,Colletotrichum lini
GCA_037575445.1,Vanrija sp. CR7,Y,assembly_exact,fungi,Contig,GCA_037575445.1,na,Vanrija sp. CR7
GCF_000003855.2,Blastomyces gilchristii,Y,assembly_exact,fungi,Scaffold,GCA_000003855.2,GCF_000003855.2,Blastomyces gilchristii SLH14081
GCF_000151125.1,Trichophyton benhamiae,Y,assembly_exact,fungi,Contig,GCA_000151125.2,GCF_000151125.1,Trichophyton benhamiae CBS 112371
GCF_000187245.1,Ogataea parapolymorpha,Y,assembly_exact,fungi,Chromosome,GCA_000187245.3,GCF_000187245.1,Ogataea parapolymorpha DL-1
GCF_000277815.2,Encephalitozoon hellem,Y,assembly_exact,fungi,Chromosome,GCA_000277815.3,GCF_000277815.2,Encephalitozoon hellem ATCC 50504
GCF_004022145.1,Paecilomyces variotii,Y,assembly_exact,fungi,Contig,GCA_004022145.1,GCF_004022145.1,Paecilomyces variotii
GCF_023343755.2,Candida oxycetoniae,Y,assembly_exact,fungi,Scaffold,GCA_023343755.2,GCF_023343755.2,Lodderomyces oxycetoniae
GCF_036417295.1,Cryptococcus decagattii,Y,assembly_exact,fungi,Complete Genome,GCA_036417295.1,GCF_036417295.1,Cryptococcus decagattii
GCA_000729835.1,Atkinsonella hypoxylon,Y,assembly_exact,fungi,Contig,GCA_000729835.1,na,Atkinsonella hypoxylon
GCA_001007845.1,Nigrograna mackinnonii,Y,assembly_exact,fungi,Contig,GCA_001007845.1,na,Nigrograna mackinnonii
GCA_001563735.1,Leucoagaricus sp. SymC.cos,Y,assembly_exact,fungi,Scaffold,GCA_001563735.1,na,Leucoagaricus sp. SymC.cos
GCA_001599695.1,Phaeotremella skinneri,Y,assembly_exact,fungi,Scaffold,GCA_001599695.1,na,Phaeotremella skinneri
GCA_001931985.1,Trichoderma sp. IMV 00454,Y,assembly_exact,fungi,Scaffold,GCA_001931985.1,na,Trichoderma sp. IMV 00454
GCA_002116355.1,Dothistroma pini,Y,assembly_exact,fungi,Scaffold,GCA_002116355.1,na,Dothistroma pini CBS 116487
GCA_002120325.1,Daldinia sp. EC12,Y,assembly_exact,fungi,Scaffold,GCA_002120325.1,na,Daldinia sp. EC12
GCA_002162575.1,Sclerotinia glacialis,Y,assembly_exact,fungi,Scaffold,GCA_002162575.1,na,Sclerotinia glacialis
GCA_002276475.2,Chlorociboria aeruginascens,Y,assembly_exact,fungi,Scaffold,GCA_002276475.2,na,Chlorociboria aeruginascens
GCA_003707745.2,Cyberlindnera misumaiensis,Y,assembly_exact,fungi,Scaffold,GCA_003707745.2,na,Williopsis misumaiensis
GCA_004681135.1,Hericium alpestre,Y,assembly_exact,fungi,Scaffold,GCA_004681135.1,na,Hericium alpestre
GCA_005356885.1,Cercospora cf. flagellaris,Y,assembly_exact,fungi,Scaffold,GCA_005356885.1,na,Cercospora cf. flagellaris
GCA_008973685.1,Trametes sanguinea,Y,assembly_exact,fungi,Contig,GCA_008973685.1,na,Trametes sanguinea
GCA_013618265.1,Fusarium albidum,Y,assembly_exact,fungi,Scaffold,GCA_013618265.1,na,Fusarium albidum
GCA_013618395.1,Fusarium domesticum,Y,assembly_exact,fungi,Scaffold,GCA_013618395.1,na,Fusarium domesticum
GCA_013623625.1,Fusarium setosum,Y,assembly_exact,fungi,Scaffold,GCA_013623625.1,na,Fusarium setosum
GCA_013759095.1,Fusarium sp. NRRL 29148,Y,assembly_exact,fungi,Scaffold,GCA_013759095.1,na,Fusarium sp. NRRL 29148
GCA_015502575.1,Mortierella sp. AD010,Y,assembly_exact,fungi,Scaffold,GCA_015502575.1,na,Mortierella sp. AD010
GCA_016097075.2,Sporothrix phasma,Y,assembly_exact,fungi,Contig,GCA_016097075.2,na,Sporothrix phasma
GCA_016255985.1,Dictyocoela roeselum,Y,assembly_exact,fungi,Scaffold,GCA_016255985.1,na,Dictyocoela roeselum
GCA_017140755.1,Calonectria hongkongensis,Y,assembly_exact,fungi,Scaffold,GCA_017140755.1,na,Calonectria hongkongensis
GCA_018296065.1,Blastomyces percursus,Y,assembly_exact,fungi,Scaffold,GCA_018296065.1,na,Blastomyces percursus
GCA_018398605.1,Biscogniauxia mediterranea,Y,assembly_exact,fungi,Contig,GCA_018398605.1,na,Biscogniauxia mediterranea
GCA_019976455.1,Aspergillus sp. 'subgen. Cremei',Y,assembly_exact,fungi,Contig,GCA_019976455.1,na,Aspergillus sp. 'subgen. Cremei'
GCA_020002365.1,Trichoderma gracile,Y,assembly_exact,fungi,Contig,GCA_020002365.1,na,Trichoderma gracile
GCA_020011015.1,Cutaneotrichosporon dermatis,Y,assembly_exact,fungi,Scaffold,GCA_020011015.1,na,Cutaneotrichosporon dermatis
GCA_022813495.1,Pasadenomyces melaninifex,Y,assembly_exact,fungi,Scaffold,GCA_022813495.1,na,Pasadenomyces melaninifex
GCA_022813615.2,Knufia fluminis,Y,assembly_exact,fungi,Scaffold,GCA_022813615.2,na,Knufia fluminis
GCA_022984845.1,Xylaria nigripes,Y,assembly_exact,fungi,Contig,GCA_022984845.1,na,Xylaria nigripes
GCA_023212695.1,Sporisorium sorghi,Y,assembly_exact,fungi,Scaffold,GCA_023212695.1,na,Sporisorium sorghi
GCA_023628695.1,Nectriaceae sp. PG4201,Y,assembly_exact,fungi,Scaffold,GCA_023628695.1,na,Nectriaceae sp. PG4201
GCA_023628835.1,Sordariomycetes sp. S4602,Y,assembly_exact,fungi,Scaffold,GCA_023628835.1,na,Sordariomycetes sp. S4602
GCA_024244045.1,Nematocida sp. AWRm80,Y,assembly_exact,fungi,Scaffold,GCA_024244045.1,na,Nematocida sp. AWRm80
GCA_025201865.1,Ramicandelaber brevisporus,Y,assembly_exact,fungi,Scaffold,GCA_025201865.1,na,Ramicandelaber brevisporus
GCA_027579315.1,Coemansia helicoidea,Y,assembly_exact,fungi,Scaffold,GCA_027579315.1,na,Coemansia helicoidea
GCA_028828875.1,Penicillium capsulatum,Y,assembly_exact,fungi,Contig,GCA_028828875.1,na,Penicillium capsulatum
GCA_029379155.1,Sarocladium terricola,Y,assembly_exact,fungi,Contig,GCA_029379155.1,na,Sarocladium terricola
GCA_030435615.1,Armillaria luteobubalina,Y,assembly_exact,fungi,Contig,GCA_030435615.1,na,Armillaria luteobubalina
GCA_030556465.1,Metschnikowia picachoensis,Y,assembly_exact,fungi,Scaffold,GCA_030556465.1,na,Metschnikowia picachoensis
GCA_030568845.1,Millerago galiae,Y,assembly_exact,fungi,Scaffold,GCA_030568845.1,na,Millerago galiae
GCA_030569275.1,[Candida] sanyiensis,Y,assembly_exact,fungi,Scaffold,GCA_030569275.1,na,[Candida] sanyiensis
GCA_030573695.1,Meyerozyma carpophila,Y,assembly_exact,fungi,Contig,GCA_030573695.1,na,Meyerozyma carpophila
GCA_030579035.1,Barnettozyma siamensis,Y,assembly_exact,fungi,Scaffold,GCA_030579035.1,na,Gotozyma siamensis
GCA_032988465.1,Onygenales sp. PD_10,Y,assembly_exact,fungi,Scaffold,GCA_032988465.1,na,Onygenales sp. PD_10
GCA_037974965.1,Dacryopinax spathularia,Y,assembly_exact,fungi,Scaffold,GCA_037974965.1,na,Dacryopinax spathularia
GCA_038089115.1,Fistulinella cinereoalba,Y,assembly_exact,fungi,Scaffold,GCA_038089115.1,na,Fistulinella cinereoalba
GCA_038090195.1,Boletellus deceptivus,Y,assembly_exact,fungi,Scaffold,GCA_038090195.1,na,Boletellus deceptivus
GCA_038090835.1,Leccinum discolor,Y,assembly_exact,fungi,Scaffold,GCA_038090835.1,na,Leccinum discolor
GCA_038092015.1,Leccinum huronense,Y,assembly_exact,fungi,Scaffold,GCA_038092015.1,na,Leccinum huronense
GCA_038092895.1,Chalciporus pseudorubinellus,Y,assembly_exact,fungi,Scaffold,GCA_038092895.1,na,Chalciporus pseudorubinellus
GCA_038093175.1,Boletus hoseneyae,Y,assembly_exact,fungi,Scaffold,GCA_038093175.1,na,Boletus hoseneyae
GCA_038093715.1,Austroboletus cf. mucosus,Y,assembly_exact,fungi,Scaffold,GCA_038093715.1,na,Austroboletus cf. mucosus
GCA_900106115.1,Sungouiella intermedia,Y,name_exact,fungi,,,,Sungouiella intermedia
GCA_900312805.1,Fusarium torulosum,Y,name_exact,fungi,,,,Fusarium torulosum
GCA_900519055.1,Yarrowia galli,Y,name_exact,fungi,,,,Yarrowia galli
GCF_000223485.1,Spathaspora passalidarum,Y,assembly_exact,fungi,Scaffold,GCA_000223485.1,GCF_000223485.1,Spathaspora passalidarum NRRL Y-27907
GCF_001561935.1,Penicillium griseofulvum,Y,assembly_exact,fungi,Contig,GCA_001561935.1,GCF_001561935.1,Penicillium griseofulvum
GCF_001890105.1,Penicilliopsis zonata,Y,assembly_exact,fungi,Scaffold,GCA_001890105.1,GCF_001890105.1,Penicilliopsis zonata CBS 506.65
GCF_022264815.1,Rhodofomes roseus,Y,assembly_exact,fungi,Contig,GCA_022264815.1,GCF_022264815.1,Rhodofomes roseus
GCA_000309355.1,Epichloe inebrians,Y,assembly_exact,fungi,Contig,GCA_000309355.1,na,Epichloe gansuensis var. inebrians E818
GCA_000743665.3,Scytalidium sp. 3C,Y,assembly_exact,fungi,Contig,GCA_000743665.3,na,Scytalidium sp. 3C
GCA_001430955.1,Chrysosporium queenslandicum,Y,assembly_exact,fungi,Scaffold,GCA_001430955.1,na,Chrysosporium queenslandicum
GCA_001748405.1,Paraphoma sp. B47-9,Y,assembly_exact,fungi,Contig,GCA_001748405.1,na,Paraphoma sp. B47-9
GCA_002370835.1,Metschnikowia continentalis,Y,assembly_exact,fungi,Scaffold,GCA_002370835.1,na,Metschnikowia continentalis
GCA_002917075.1,Hawksworthiomyces lignivorus,Y,assembly_exact,fungi,Scaffold,GCA_002917075.1,na,Hawksworthiomyces lignivorus
GCA_002922495.1,Rhodotorula taiwanensis,Y,assembly_exact,fungi,Scaffold,GCA_002922495.1,na,Rhodotorula taiwanensis
GCA_003313175.1,Fusarium equiseti,Y,assembly_exact,fungi,Contig,GCA_003313175.1,na,Fusarium equiseti
GCA_003313965.1,Megacollybia marginata,Y,assembly_exact,fungi,Scaffold,GCA_003313965.1,na,Megacollybia marginata
GCA_003705985.2,Tetrapisispora namnaoensis,Y,assembly_exact,fungi,Scaffold,GCA_003705985.2,na,Tetrapisispora namnaoensis
GCA_003706165.3,Ogataea kodamae,Y,assembly_exact,fungi,Contig,GCA_003706165.3,na,Ogataea kodamae
GCA_003707015.3,Wickerhamomyces canadensis,Y,assembly_exact,fungi,Scaffold,GCA_003707015.3,na,Wickerhamomyces canadensis
GCA_006538405.1,Hansfordia pulvinata,Y,assembly_exact,fungi,Contig,GCA_006538405.1,na,Hansfordia pulvinata
GCA_008711595.1,Fusarium xyrophilum,Y,assembly_exact,fungi,Scaffold,GCA_008711595.1,na,Fusarium xyrophilum
GCA_011799845.1,Hypomyces rosellus,Y,assembly_exact,fungi,Contig,GCA_011799845.1,na,Hypomyces rosellus
GCA_013396025.1,Fusarium phyllophilum,Y,assembly_exact,fungi,Scaffold,GCA_013396025.1,na,Fusarium phyllophilum
GCA_014898915.1,Fusarium chlamydosporum,Y,assembly_exact,fungi,Scaffold,GCA_014898915.1,na,Fusarium chlamydosporum
GCA_015657495.1,Crepidotus variabilis,Y,assembly_exact,fungi,Scaffold,GCA_015657495.1,na,Crepidotus variabilis
GCA_015698045.1,Rhizophagus clarus,Y,assembly_exact,fungi,Contig,GCA_015698045.1,na,Rhizophagus clarus
GCA_016628565.1,Suillus placidus,Y,assembly_exact,fungi,Contig,GCA_016628565.1,na,Suillus placidus
GCA_016758985.1,Mucor saturninus,Y,assembly_exact,fungi,Scaffold,GCA_016758985.1,na,Mucor saturninus
GCA_017656575.1,Fusarium vorosii,Y,assembly_exact,fungi,Scaffold,GCA_017656575.1,na,Fusarium vorosii
GCA_022385685.1,Xylaria sp. CBS 124048,Y,assembly_exact,fungi,Scaffold,GCA_022385685.1,na,Xylaria sp. CBS 124048
GCA_023014305.1,Lepiota subincarnata,Y,assembly_exact,fungi,Scaffold,GCA_023014305.1,na,Lepiota subincarnata
GCA_023628455.1,Chaetomiaceae sp. B2702,Y,assembly_exact,fungi,Scaffold,GCA_023628455.1,na,Chaetomiaceae sp. B2702
GCA_023634365.1,Tilletia setariae,Y,assembly_exact,fungi,Contig,GCA_023634365.1,na,Tilletia setariae
GCA_027577515.1,Coemansia sp. RSA 678,Y,assembly_exact,fungi,Scaffold,GCA_027577515.1,na,Coemansia sp. RSA 678
GCA_027596075.1,Rhizophlyctis rosea,Y,assembly_exact,fungi,Scaffold,GCA_027596075.1,na,Rhizophlyctis rosea
GCA_027604465.1,Kappamyces sp. JEL0829,Y,assembly_exact,fungi,Contig,GCA_027604465.1,na,Kappamyces sp. JEL0829
GCA_027605045.1,Phallus indusiatus,Y,assembly_exact,fungi,Scaffold,GCA_027605045.1,na,Phallus indusiatus
GCA_029449245.1,Mortierella alpina,Y,assembly_exact,fungi,Contig,GCA_029449245.1,na,Mortierella alpina
GCA_030039255.1,Naganishia friedmannii,Y,assembly_exact,fungi,Contig,GCA_030039255.1,na,Naganishia friedmannii
GCA_030512295.1,Bombardia bombarda,Y,assembly_exact,fungi,Contig,GCA_030512295.1,na,Bombardia bombarda
GCA_030512325.1,Lasiodiplodia hormozganensis,Y,assembly_exact,fungi,Scaffold,GCA_030512325.1,na,Lasiodiplodia hormozganensis
GCA_030556995.1,Pichia gijzeniarum,Y,assembly_exact,fungi,Scaffold,GCA_030556995.1,na,Pichia gijzeniarum
GCA_030564265.1,Blastobotrys attinorum,Y,assembly_exact,fungi,Scaffold,GCA_030564265.1,na,Blastobotrys attinorum
GCA_030568405.1,Myxozyma monticola,Y,assembly_exact,fungi,Scaffold,GCA_030568405.1,na,Myxozyma monticola
GCA_030568975.1,Australozyma robnettiae,Y,assembly_exact,fungi,Contig,GCA_030568975.1,na,Australozyma robnettiae
GCA_030569415.1,Yamadazyma mexicana,Y,assembly_exact,fungi,Scaffold,GCA_030569415.1,na,Yamadazyma mexicana
GCA_030570575.1,[Candida] sp.,Y,assembly_exact,fungi,Scaffold,GCA_030570575.1,na,[Candida] sp.
GCA_030579675.1,Starmera quercuum,Y,assembly_exact,fungi,Scaffold,GCA_030579675.1,na,Liangdongia quercuum
GCA_030580415.1,Citeromyces nyonsensis,Y,assembly_exact,fungi,Scaffold,GCA_030580415.1,na,Citeromyces nyonsensis
GCA_030582035.1,Wickerhamiella occidentalis,Y,assembly_exact,fungi,Scaffold,GCA_030582035.1,na,Wickerhamiella occidentalis
GCA_030705115.1,[Candida] pseudoglaebosa,Y,assembly_exact,fungi,Scaffold,GCA_030705115.1,na,Suzukiozyma pseudoglaebosa
GCA_030778325.1,Beauveria medogensis,Y,assembly_exact,fungi,Contig,GCA_030778325.1,na,Beauveria medogensis
GCA_031125765.1,Saccharomycopsis amapae,Y,assembly_exact,fungi,Scaffold,GCA_031125765.1,na,Saccharomycopsis amapae
GCA_036428645.1,Kwoniella sp. DSM 27419,Y,assembly_exact,fungi,Chromosome,GCA_036428645.1,na,Kwoniella sp. DSM 27419
GCA_036937055.1,Nidula microcarpa,Y,assembly_exact,fungi,Scaffold,GCA_036937055.1,na,Nidula microcarpa
GCA_037367355.1,Neoscytalidium dimidiatum,Y,assembly_exact,fungi,Chromosome,GCA_037367355.1,na,Neoscytalidium dimidiatum
GCA_038090335.1,Solioccasus polychromus,Y,assembly_exact,fungi,Scaffold,GCA_038090335.1,na,Solioccasus polychromus
GCA_038090635.1,Rubroboletus satanas,Y,assembly_exact,fungi,Scaffold,GCA_038090635.1,na,Rubroboletus satanas
GCA_038092075.1,Leccinum fuscescens,Y,assembly_exact,fungi,Scaffold,GCA_038092075.1,na,Leccinum fuscescens
GCA_038093155.1,Boletus huronensis,Y,assembly_exact,fungi,Scaffold,GCA_038093155.1,na,Boletus huronensis
GCA_038363925.1,Apiospora phragmitis,Y,assembly_exact,fungi,Contig,GCA_038363925.1,GCF_038363925.1,Apiospora phragmitis
GCA_038502455.1,Anisogramma anomala,Y,assembly_exact,fungi,Scaffold,GCA_038502455.1,na,Anisogramma anomala
GCF_000230625.1,Exophiala dermatitidis,Y,assembly_exact,fungi,Scaffold,GCA_000230625.1,GCF_000230625.1,Exophiala dermatitidis NIH/UT8656
GCF_001625195.1,Drechmeria coniospora,Y,assembly_exact,fungi,Chromosome,GCA_001625195.1,GCF_001625195.1,Drechmeria coniospora
GCF_001640025.1,Sugiyamaella lignohabitans,Y,assembly_exact,fungi,Complete Genome,GCA_001640025.2,GCF_001640025.1,Sugiyamaella lignohabitans
GCF_002708625.1,Rhizopus microsporus,Y,assembly_exact,fungi,Scaffold,GCA_002708625.1,GCF_002708625.1,Rhizopus microsporus ATCC 52813
GCF_003144115.1,Tilletiopsis washingtonensis,Y,assembly_exact,fungi,Scaffold,GCA_003144115.1,GCF_003144115.1,Tilletiopsis washingtonensis
GCF_010724455.1,Aspergillus lentulus,Y,assembly_exact,fungi,Scaffold,GCA_010724455.1,GCF_010724455.1,Aspergillus lentulus
GCF_016758775.1,Suillus clintonianus,Y,assembly_exact,fungi,Contig,GCA_016758775.1,GCF_016758775.1,Suillus clintonianus
GCF_028829585.1,Penicillium vulpinum,Y,assembly_exact,fungi,Contig,GCA_028829585.1,GCF_028829585.1,Penicillium vulpinum
GCA_001599995.1,Ambrosiozyma monospora,Y,assembly_exact,fungi,Scaffold,GCA_001599995.1,na,Ambrosiozyma monospora
GCA_002092935.1,Trametes coccinea,Y,assembly_exact,fungi,Scaffold,GCA_002092935.1,na,Trametes coccinea BRFM310
GCA_002994995.1,Rhizopogon hawkerae,Y,assembly_exact,fungi,Scaffold,GCA_002994995.1,na,Rhizopogon hawkerae
GCA_003314275.1,Chroogomphus rutilus,Y,assembly_exact,fungi,Scaffold,GCA_003314275.1,na,Chroogomphus rutilus
GCA_003316585.1,Gomphus bonarii,Y,assembly_exact,fungi,Scaffold,GCA_003316585.1,na,Gomphus bonarii
