assembly_id,organism_name,is_fungi,match_method,genbank_group,assembly_level,genbank_assembly_accession,refseq_paired_assembly,genbank_organism_name
GCF_000149985.1,Pyrenophora tritici-repentis,Y,assembly_exact,fungi,Scaffold,GCA_000149985.1,GCF_000149985.1,Pyrenophora tritici-repentis Pt-1C-BFP
GCF_000348985.1,Huiozyma naganishii,Y,assembly_exact,fungi,Chromosome,GCA_000348985.1,GCF_000348985.1,Huiozyma naganishii CBS 8797
GCF_000836115.1,Exophiala spinifera,Y,assembly_exact,fungi,Scaffold,GCA_000836115.1,GCF_000836115.1,Exophiala spinifera
GCF_002846915.1,Aspergillus ochraceoroseus,Y,assembly_exact,fungi,Contig,GCA_002846915.2,GCF_002846915.1,Aspergillus ochraceoroseus IBT 24754
GCF_016647625.1,Suillus subalutaceus,Y,assembly_exact,fungi,Contig,GCA_016647625.1,GCF_016647625.1,Suillus subalutaceus
GCA_000827395.1,Paxillus rubicundulus,Y,assembly_exact,fungi,Scaffold,GCA_000827395.1,na,Paxillus rubicundulus Ve08.2h10
GCA_001600515.1,Yarrowia sp. JCM 30694,Y,assembly_exact,fungi,Scaffold,GCA_001600515.1,na,Yarrowia sp. JCM 30694
GCA_001754015.1,Brettanomyces anomalus,Y,assembly_exact,fungi,Scaffold,GCA_001754015.1,na,Brettanomyces anomalus
GCA_002374535.1,Metschnikowia kamakouana,Y,assembly_exact,fungi,Scaffold,GCA_002374535.1,na,Metschnikowia kamakouana
GCA_003260565.1,Monilinia fructigena,Y,assembly_exact,fungi,Contig,GCA_003260565.1,na,Monilinia fructigena
GCA_003550325.1,Gigaspora rosea,Y,assembly_exact,fungi,Scaffold,GCA_003550325.1,na,Gigaspora rosea
GCA_003708965.2,Debaryomyces subglobosus,Y,assembly_exact,fungi,Scaffold,GCA_003708965.2,na,Debaryomyces subglobosus
GCA_003788595.2,Choiromyces venosus,Y,assembly_exact,fungi,Scaffold,GCA_003788595.2,na,Choiromyces venosus 120613-1
GCA_004155035.1,Monosporascus sp. 5C6A,Y,assembly_exact,fungi,Scaffold,GCA_004155035.1,na,Monosporascus sp. 5C6A
GCA_004155055.1,Monosporascus sp. CRB-8-3,Y,assembly_exact,fungi,Scaffold,GCA_004155055.1,na,Monosporascus sp. CRB-8-3
GCA_004931855.1,Pichia inconspicua,Y,assembly_exact,fungi,Scaffold,GCA_004931855.1,na,Pichia inconspicua
GCA_008274985.1,Aspergillus sojae,Y,assembly_exact,fungi,Complete Genome,GCA_008274985.1,na,Aspergillus sojae
GCA_010015725.1,Amniculicola lignicola,Y,assembly_exact,fungi,Scaffold,GCA_010015725.1,na,Amniculicola lignicola CBS 123094
GCA_013305525.1,Aspergillus quadrilineatus,Y,assembly_exact,fungi,Scaffold,GCA_013305525.1,na,Aspergillus quadrilineatus
GCA_015502485.1,Mortierella sp. GBA39,Y,assembly_exact,fungi,Scaffold,GCA_015502485.1,na,Mortierella sp. GBA39
GCA_018524465.1,Podaxis pistillaris,Y,assembly_exact,fungi,Scaffold,GCA_018524465.1,na,Podaxis pistillaris
GCA_019137255.1,Corinectria fuckeliana,Y,assembly_exact,fungi,Scaffold,GCA_019137255.1,na,Corinectria fuckeliana
GCA_019915035.1,Auriscalpium orientale,Y,assembly_exact,fungi,Contig,GCA_019915035.1,na,Auriscalpium orientale
GCA_021655865.1,Fusarium guadeloupense,Y,assembly_exact,fungi,Scaffold,GCA_021655865.1,na,Fusarium guadeloupense
GCA_022818075.1,Armillaria altimontana,Y,assembly_exact,fungi,Scaffold,GCA_022818075.1,na,Armillaria altimontana
GCA_023212605.1,Moesziomyces parantarcticus,Y,assembly_exact,fungi,Contig,GCA_023212605.1,na,Moesziomyces parantarcticus
GCA_023212995.1,Komagataella populi,Y,assembly_exact,fungi,Contig,GCA_023212995.1,na,Komagataella populi
GCA_024243835.1,Enteropsectra breve,Y,assembly_exact,fungi,Scaffold,GCA_024243835.1,na,Enteropsectra breve
GCA_025201805.1,Parasitella parasitica,Y,assembly_exact,fungi,Scaffold,GCA_025201805.1,na,Parasitella parasitica
GCA_026122735.1,Penicillium bialowiezense,Y,assembly_exact,fungi,Contig,GCA_026122735.1,na,Penicillium bialowiezense
GCA_027579255.1,Coemansia pectinata,Y,assembly_exact,fungi,Scaffold,GCA_027579255.1,na,Coemansia pectinata
GCA_027603645.1,Gaertneriomyces sp. JEL0708,Y,assembly_exact,fungi,Scaffold,GCA_027603645.1,na,Gaertneriomyces sp. JEL0708
GCA_028458525.1,Ophiosphaerella herpotricha,Y,assembly_exact,fungi,Contig,GCA_028458525.1,na,Ophiosphaerella herpotricha
GCA_029635245.1,Nannizziopsis arthrosporioides,Y,assembly_exact,fungi,Complete Genome,GCA_029635245.1,na,Nannizziopsis arthrosporioides
GCA_030567875.1,[Candida] nitratophila,Y,assembly_exact,fungi,Scaffold,GCA_030567875.1,na,Wenyingozyma nitratophila
GCA_030570115.1,Wilhelminamyces savonicus,Y,assembly_exact,fungi,Scaffold,GCA_030570115.1,na,Wilhelminamyces savonicus
GCA_030570435.1,Pichia ethanolica,Y,assembly_exact,fungi,Scaffold,GCA_030570435.1,na,Pichia ethanolica
GCA_030581855.1,Yueomyces sinensis,Y,assembly_exact,fungi,Scaffold,GCA_030581855.1,na,Yueomyces sinensis
GCA_030780945.1,Aschersonia sp. MBC 593,Y,assembly_exact,fungi,Contig,GCA_030780945.1,na,Aschersonia sp. MBC 593
GCA_036780745.1,Vairimorpha bombi,Y,assembly_exact,fungi,Scaffold,GCA_036780745.1,na,Vairimorpha bombi
GCA_036971365.1,Dactylellina leptospora,Y,assembly_exact,fungi,Scaffold,GCA_036971365.1,na,Dactylellina leptospora
GCA_038092095.1,Leccinum colubrinum,Y,assembly_exact,fungi,Scaffold,GCA_038092095.1,na,Leccinum colubrinum
GCA_038092195.1,Leccinum barrowsii,Y,assembly_exact,fungi,Scaffold,GCA_038092195.1,na,Leccinum barrowsii
GCA_038094195.1,Pulveroboletus aff. carminiporus,Y,assembly_exact,fungi,Scaffold,GCA_038094195.1,na,Pulveroboletus aff. carminiporus
GCF_000149925.1,Puccinia graminis,Y,assembly_exact,fungi,Scaffold,GCA_000149925.1,GCF_000149925.1,Puccinia graminis f. sp. tritici CRL 75-36-700-3
GCF_000151355.1,Fusarium vanettenii,Y,assembly_exact,fungi,Scaffold,GCA_000151355.1,GCF_000151355.1,Fusarium vanettenii 77-13-4
GCF_000181695.2,Malassezia globosa,Y,assembly_exact,fungi,Contig,GCA_000181695.2,GCF_000181695.2,Malassezia globosa CBS 7966
GCF_000576695.1,Kuraishia capsulata,Y,assembly_exact,fungi,Scaffold,GCA_000576695.1,GCF_000576695.1,Kuraishia capsulata CBS 1993
GCF_014461135.1,Mycena indigotica,Y,assembly_exact,fungi,Contig,GCA_014461135.1,GCF_014461135.1,Mycena indigotica
GCF_025602895.1,Polychytrium aggregatum,Y,assembly_exact,fungi,Contig,GCA_025602895.1,GCF_025602895.1,Polychytrium aggregatum
GCF_028826965.1,Penicillium alfredii,Y,assembly_exact,fungi,Contig,GCA_028826965.1,GCF_028826965.1,Penicillium alfredii
GCF_033297395.1,Canariomyces notabilis,Y,assembly_exact,fungi,Scaffold,GCA_033297395.1,GCF_033297395.1,Canariomyces notabilis
GCF_036426115.1,Kwoniella botswanensis,Y,assembly_exact,fungi,Complete Genome,GCA_036426115.1,GCF_036426115.1,Kwoniella botswanensis
GCA_000697455.1,Basidiobolus heterosporus,Y,assembly_exact,fungi,Contig,GCA_000697455.1,na,Basidiobolus heterosporus B8920
GCA_001302255.2,Trametes hirsuta,Y,assembly_exact,fungi,Chromosome,GCA_001302255.2,na,Trametes hirsuta
GCA_001936155.1,Saccharomycopsis fibuligera,Y,assembly_exact,fungi,Complete Genome,GCA_001936155.1,na,Saccharomycopsis fibuligera
GCA_002162615.1,Myriosclerotinia duriaeana,Y,assembly_exact,fungi,Scaffold,GCA_002162615.1,na,Myriosclerotinia duriaeana
GCA_003144235.1,Violaceomyces palustris,Y,assembly_exact,fungi,Scaffold,GCA_003144235.1,na,Violaceomyces palustris
GCA_003568695.1,Protomyces arabidopsidicola,Y,assembly_exact,fungi,Contig,GCA_003568695.1,na,Protomyces arabidopsidicola
GCA_004802695.1,Phellinidium pouzarii,Y,assembly_exact,fungi,Contig,GCA_004802695.1,na,Phellinidium pouzarii
GCA_005281515.1,Taphrina wiesneri,Y,assembly_exact,fungi,Scaffold,GCA_005281515.1,na,Taphrina wiesneri
GCA_010093795.1,Sporormia fimetaria,Y,assembly_exact,fungi,Scaffold,GCA_010093795.1,na,Sporormia fimetaria CBS 119925
GCA_012274445.1,Sclerotiophoma versabilis,Y,assembly_exact,fungi,Contig,GCA_012274445.1,na,Sclerotiophoma versabilis
GCA_013423405.1,Zygosaccharomyces siamensis,Y,assembly_exact,fungi,Scaffold,GCA_013423405.1,na,Zygosaccharomyces siamensis
GCA_013618405.1,Fusarium hainanense,Y,assembly_exact,fungi,Scaffold,GCA_013618405.1,na,Fusarium hainanense
GCA_016880775.1,Phymatotrichopsis omnivora,Y,assembly_exact,fungi,Scaffold,GCA_016880775.1,na,Phymatotrichopsis omnivora
GCA_018137895.1,Diaporthe sp. DP-2020a,Y,assembly_exact,fungi,Scaffold,GCA_018137895.1,na,Diaporthe sp. DP-2020a
GCA_018343915.1,Agroathelia rolfsii,Y,assembly_exact,fungi,Contig,GCA_018343915.1,na,Agroathelia rolfsii
GCA_019054735.1,Fusarium sp. S18/39,Y,assembly_exact,fungi,Scaffold,GCA_019054735.1,na,Fusarium sp. S18/39
GCA_020744175.1,Auriculariales sp. MPI-PUGE-AT-0066,Y,assembly_exact,fungi,Contig,GCA_020744175.1,na,Auriculariales sp. MPI-PUGE-AT-0066
GCA_021018615.1,Phlebopus sp. FC_14,Y,assembly_exact,fungi,Contig,GCA_021018615.1,na,Phlebopus sp. FC_14
GCA_021525015.1,Lactarius pseudohatsudake,Y,assembly_exact,fungi,Contig,GCA_021525015.1,na,Lactarius pseudohatsudake
GCA_022606155.1,Trametes elegans,Y,assembly_exact,fungi,Contig,GCA_022606155.1,na,Trametes elegans
GCA_024516155.1,Pyronema omphalodes,Y,assembly_exact,fungi,Contig,GCA_024516155.1,na,Pyronema omphalodes
GCA_025531455.1,Apiotrichum sp. Y4204,Y,assembly_exact,fungi,Scaffold,GCA_025531455.1,na,Apiotrichum sp. Y4204
GCA_025531525.1,Pichia sp. P7020A,Y,assembly_exact,fungi,Scaffold,GCA_025531525.1,na,Pichia sp. P7020A
GCA_027577255.1,Coemansia sp. S100,Y,assembly_exact,fungi,Scaffold,GCA_027577255.1,na,Coemansia sp. S100
GCA_027604245.1,Boothiomyces sp. JEL0838,Y,assembly_exact,fungi,Contig,GCA_027604245.1,na,Boothiomyces sp. JEL0838
GCA_028455935.1,Simplicillium aogashimaense,Y,assembly_exact,fungi,Chromosome,GCA_028455935.1,na,Simplicillium aogashimaense
GCA_030278935.1,Trichoderma polysporum,Y,assembly_exact,fungi,Scaffold,GCA_030278935.1,na,Trichoderma polysporum
GCA_030462855.1,Saturnispora bothae,Y,assembly_exact,fungi,Scaffold,GCA_030462855.1,na,Saturnispora bothae
GCA_030556545.1,Kodamaea sagamina,Y,assembly_exact,fungi,Scaffold,GCA_030556545.1,na,Kodamaea sagamina
GCA_030563525.1,Nadsonia commutata,Y,assembly_exact,fungi,Scaffold,GCA_030563525.1,na,Nadsonia commutata
GCA_030564445.1,Kodamaea leandrae,Y,assembly_exact,fungi,Contig,GCA_030564445.1,na,Kodamaea leandrae
GCA_030564525.1,[Candida] berthetii,Y,assembly_exact,fungi,Scaffold,GCA_030564525.1,na,Liangdongia berthetii
GCA_030565385.1,Kodamaea neixiangensis,Y,assembly_exact,fungi,Scaffold,GCA_030565385.1,na,Kodamaea neixiangensis
GCA_030571115.1,Wickerhamomyces sp. yHMH617,Y,assembly_exact,fungi,Scaffold,GCA_030571115.1,na,Wickerhamomyces sp. yHMH617
GCA_030571395.1,Nakaseomyces sp. UFMG-CM-Y6046,Y,assembly_exact,fungi,Scaffold,GCA_030571395.1,na,Nakaseomyces sp. UFMG-CM-Y6046
GCA_030574075.1,Clavispora opuntiae,Y,assembly_exact,fungi,Scaffold,GCA_030574075.1,na,Clavispora opuntiae
GCA_030574535.1,Tortispora starmeri,Y,assembly_exact,fungi,Scaffold,GCA_030574535.1,na,Tortispora starmeri
GCA_030579195.1,[Candida] diospyri,Y,assembly_exact,fungi,Scaffold,GCA_030579195.1,na,[Candida] diospyri
GCA_030580475.1,[Candida] patagonica (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_030580475.1,na,Casaregolazyma patagonica
GCA_030585145.1,Suhomyces faveliae,Y,assembly_exact,fungi,Scaffold,GCA_030585145.1,na,Suhomyces faveliae
GCA_030674565.1,Ogataea thermomethanolica (nom. inval.),Y,assembly_exact,fungi,Contig,GCA_030674565.1,na,Ogataea thermomethanolica
GCA_030770415.1,Pleoardoris graminearum,Y,assembly_exact,fungi,Scaffold,GCA_030770415.1,na,Pleoardoris graminearum
GCA_031142775.1,Microdochium paspali,Y,assembly_exact,fungi,Contig,GCA_031142775.1,na,Microdochium paspali
GCA_032988185.1,Onygenales sp. PD_12,Y,assembly_exact,fungi,Scaffold,GCA_032988185.1,na,Onygenales sp. PD_12
GCA_038091715.1,Leccinum ponderosum,Y,assembly_exact,fungi,Scaffold,GCA_038091715.1,na,Leccinum ponderosum
GCA_038381195.1,Phyllosticta capitalensis,Y,assembly_exact,fungi,Contig,GCA_038381195.1,na,Phyllosticta capitalensis
GCA_911649655.1,Penicillium sclerotiorum,Y,name_exact,fungi,,,,Penicillium sclerotiorum
GCF_003025095.1,Trichoderma harzianum,Y,assembly_exact,fungi,Scaffold,GCA_003025095.1,GCF_003025095.1,Trichoderma harzianum CBS 226.95
GCF_003942205.1,Apiotrichum porosum,Y,assembly_exact,fungi,Contig,GCA_003942205.1,GCF_003942205.1,Apiotrichum porosum
GCF_010015565.1,Dissoconium aciculare,Y,assembly_exact,fungi,Scaffold,GCA_010015565.1,GCF_010015565.1,Dissoconium aciculare CBS 342.82
GCA_000338015.2,Ganoderma multipileum,Y,assembly_exact,fungi,Contig,GCA_000338015.2,na,Ganoderma multipileum BCRC 37180
GCA_000465215.2,Pyrenophora seminiperda,Y,assembly_exact,fungi,Scaffold,GCA_000465215.2,na,Pyrenophora seminiperda CCB06
GCA_000697705.1,Botryobasidium botryosum,Y,assembly_exact,fungi,Scaffold,GCA_000697705.1,na,Botryobasidium botryosum FD-172 SS1
GCA_001599915.1,Symbiotaphrina buchneri,Y,assembly_exact,fungi,Scaffold,GCA_001599915.1,na,Symbiotaphrina buchneri
GCA_001600175.1,Erythrobasidium yunnanense,Y,assembly_exact,fungi,Scaffold,GCA_001600175.1,na,Erythrobasidium yunnanense
GCA_002893665.1,Metschnikowia orientalis,Y,assembly_exact,fungi,Scaffold,GCA_002893665.1,na,Metschnikowia orientalis
GCA_003031705.1,Calonectria naviculata,Y,assembly_exact,fungi,Scaffold,GCA_003031705.1,na,Calonectria naviculata
GCA_003268315.1,Stemphylium lycopersici,Y,assembly_versionless,fungi,Scaffold,GCA_003268315.2,na,Stemphylium lycopersici
GCA_003316615.1,Amanita pseudoporphyria,Y,assembly_exact,fungi,Scaffold,GCA_003316615.1,na,Amanita pseudoporphyria
GCA_003449175.1,Ceratocystis smalleyi,Y,assembly_exact,fungi,Scaffold,GCA_003449175.1,na,Ceratocystis smalleyi
GCA_003521275.1,Tricholoma sp. MG99,Y,assembly_exact,fungi,Scaffold,GCA_003521275.1,na,Tricholoma sp. MG99
GCA_003717255.1,Protomyces gravidus,Y,assembly_exact,fungi,Contig,GCA_003717255.1,na,Protomyces gravidus
GCA_004332605.1,Steccherinum ochraceum,Y,assembly_exact,fungi,Scaffold,GCA_004332605.1,na,Steccherinum ochraceum
GCA_009805345.1,Neurospora sp. FGSC 26628,Y,assembly_exact,fungi,Scaffold,GCA_009805345.1,na,Neurospora sp. FGSC 26628
GCA_012295355.1,Brettanomyces naardenensis,Y,assembly_exact,fungi,Scaffold,GCA_012295355.1,na,Brettanomyces naardenensis
GCA_013694445.1,Torulaspora globosa,Y,assembly_exact,fungi,Complete Genome,GCA_013694445.1,na,Torulaspora globosa
GCA_016256075.1,Dictyocoela muelleri,Y,assembly_exact,fungi,Scaffold,GCA_016256075.1,na,Dictyocoela muelleri
GCA_018360345.1,Claviceps sp. LM84 group G4,Y,assembly_exact,fungi,Contig,GCA_018360345.1,na,Claviceps sp. LM84 group G4
GCA_018467035.1,Scorias spongiosa,Y,assembly_exact,fungi,Contig,GCA_018467035.1,na,Scorias spongiosa
GCA_019202945.1,Corynespora olivacea,Y,assembly_exact,fungi,Scaffold,GCA_019202945.1,na,Corynespora olivacea
GCA_019425465.1,Colletotrichum falcatum,Y,assembly_exact,fungi,Contig,GCA_019425465.1,na,Colletotrichum falcatum
GCA_019616915.1,Ceratobasidium sp. 423,Y,assembly_exact,fungi,Scaffold,GCA_019616915.1,na,Ceratobasidium sp. 423
GCA_020091625.1,Termitomyces sp. 'cryptogamus',Y,assembly_exact,fungi,Scaffold,GCA_020091625.1,na,Termitomyces sp. 'cryptogamus'
GCA_020102295.1,Metarhizium humberi,Y,assembly_exact,fungi,Scaffold,GCA_020102295.1,na,Metarhizium humberi
GCA_020883615.1,Fusarium virguliforme,Y,assembly_exact,fungi,Contig,GCA_020883615.1,na,Fusarium virguliforme
GCA_021596325.1,Parafenestella ontariensis,Y,assembly_exact,fungi,Scaffold,GCA_021596325.1,na,Parafenestella ontariensis
GCA_022814565.1,Phaeophleospora eucalypticola,Y,assembly_exact,fungi,Scaffold,GCA_022814565.1,na,Phaeophleospora eucalypticola
GCA_023065455.1,Cladonia rangiferina,Y,assembly_exact,fungi,Contig,GCA_023065455.1,na,Cladonia rangiferina
GCA_025558075.1,Gaertneriomyces semiglobifer,Y,assembly_exact,fungi,Contig,GCA_025558075.1,na,Gaertneriomyces semiglobifer
GCA_025999795.1,Monascus purpureus,Y,assembly_exact,fungi,Chromosome,GCA_025999795.1,na,Monascus purpureus
GCA_029299015.1,Ophiostoma montium,Y,assembly_exact,fungi,Scaffold,GCA_029299015.1,na,Ophiostoma montium
GCA_030068005.1,Cladophialophora exuberans,Y,assembly_exact,fungi,Contig,GCA_030068005.1,na,Cladophialophora exuberans
GCA_030407055.1,Armillaria mellea,Y,assembly_exact,fungi,Contig,GCA_030407055.1,na,Armillaria mellea
GCA_030558855.1,Blastobotrys indianensis,Y,assembly_exact,fungi,Scaffold,GCA_030558855.1,na,Blastobotrys indianensis
GCA_030565185.1,Scheffersomyces titani,Y,assembly_exact,fungi,Scaffold,GCA_030565185.1,na,Scheffersomyces titani
GCA_030566045.1,Dipodascus geniculatus,Y,assembly_exact,fungi,Scaffold,GCA_030566045.1,na,Dipodascus geniculatus
GCA_030569655.1,[Candida] tallmaniae,Y,assembly_exact,fungi,Scaffold,GCA_030569655.1,na,[Candida] tallmaniae
GCA_030572835.1,Trichomonascus vanleenenianus,Y,assembly_exact,fungi,Scaffold,GCA_030572835.1,na,Blastobotrys vanleenenianus
GCA_030574855.1,Wickerhamomyces rabaulensis,Y,assembly_exact,fungi,Scaffold,GCA_030574855.1,na,Taiozyma rabaulensis
GCA_030579415.1,Pichia eremophila,Y,assembly_exact,fungi,Scaffold,GCA_030579415.1,na,Pichia eremophila
GCA_030580155.1,Diutina siamensis,Y,assembly_exact,fungi,Scaffold,GCA_030580155.1,na,Diutina siamensis
GCA_033030425.1,Verpa conica,Y,assembly_exact,fungi,Contig,GCA_033030425.1,na,Verpa conica
GCA_033807795.1,Monosporozyma servazzii,Y,assembly_exact,fungi,Complete Genome,GCA_033807795.1,na,Monosporozyma servazzii
GCA_034638255.1,Coprinus comatus,Y,assembly_exact,fungi,Contig,GCA_034638255.1,na,Coprinus comatus
GCA_035048945.1,Penicillium sp. E22,Y,assembly_exact,fungi,Scaffold,GCA_035048945.1,na,Penicillium sp. E22
GCA_037356075.1,Neofusicoccum sp. Z40,Y,assembly_exact,fungi,Contig,GCA_037356075.1,na,Neofusicoccum sp. Z40
GCA_038087015.1,Cerrena zonata,Y,assembly_exact,fungi,Contig,GCA_038087015.1,na,Cerrena zonata
GCA_038089535.1,Hemileccinum rubropunctum,Y,assembly_exact,fungi,Scaffold,GCA_038089535.1,na,Hemileccinum rubropunctum
GCA_038093115.1,Hortiboletus flavorubellus,Y,assembly_exact,fungi,Scaffold,GCA_038093115.1,na,Hortiboletus flavorubellus
GCA_038094755.1,Caloboletus firmus,Y,assembly_exact,fungi,Scaffold,GCA_038094755.1,na,Caloboletus firmus
GCA_038382285.1,Ceratocystis cubensis,Y,assembly_exact,fungi,Contig,GCA_038382285.1,na,Ceratocystis cubensis
GCA_943181505.1,Phakopsora pachyrhizi,Y,name_exact,fungi,,,,Phakopsora pachyrhizi
GCF_000409485.1,Glarea lozoyensis,Y,assembly_exact,fungi,Scaffold,GCA_000409485.1,GCF_000409485.1,Glarea lozoyensis ATCC 20868
GCF_001651985.1,Fonsecaea erecta,Y,assembly_exact,fungi,Scaffold,GCA_001651985.1,GCF_001651985.1,Fonsecaea erecta
GCF_001890725.1,Aspergillus wentii,Y,assembly_exact,fungi,Scaffold,GCA_001890725.1,GCF_001890725.1,Aspergillus wentii DTO 134E9
GCF_010093625.1,Macroventuria anomochaeta,Y,assembly_exact,fungi,Scaffold,GCA_010093625.1,GCF_010093625.1,Macroventuria anomochaeta
GCF_030913465.1,Colletotrichum navitas,Y,assembly_exact,fungi,Contig,GCA_030913465.1,GCF_030913465.1,Colletotrichum navitas
GCA_001414345.1,Hymenoscyphus infarciens,Y,assembly_exact,fungi,Contig,GCA_001414345.1,na,Hymenoscyphus infarciens
GCA_001541205.1,Rhodotorula sp. JG-1b,Y,assembly_exact,fungi,Scaffold,GCA_001541205.1,na,Rhodotorula sp. JG-1b
GCA_001599155.1,Wickerhamia fluorescens,Y,assembly_exact,fungi,Scaffold,GCA_001599155.1,na,Wickerhamia fluorescens
GCA_001600755.1,Ogataea methanolica,Y,assembly_exact,fungi,Scaffold,GCA_001600755.1,na,Ogataea methanolica
GCA_001630475.1,Sertulicium niveocremeum,Y,assembly_exact,fungi,Scaffold,GCA_001630475.1,na,Sistotremastrum niveocremeum HHB9708
GCA_001895945.1,Trametes pubescens,Y,assembly_exact,fungi,Scaffold,GCA_001895945.1,na,Trametes pubescens
GCA_002850765.1,Aspergillus taichungensis,Y,assembly_exact,fungi,Scaffold,GCA_002850765.1,na,Aspergillus taichungensis
GCA_002991585.1,Ilyonectria mors-panacis,Y,assembly_exact,fungi,Contig,GCA_002991585.1,na,Ilyonectria mors-panacis
GCA_003012975.1,Juglanconis juglandina,Y,assembly_exact,fungi,Contig,GCA_003012975.1,na,Juglanconis juglandina
GCA_003316345.1,Tricholoma terreum,Y,assembly_exact,fungi,Scaffold,GCA_003316345.1,na,Tricholoma terreum
GCA_003705695.2,Blastobotrys serpentis,Y,assembly_exact,fungi,Scaffold,GCA_003705695.2,na,Blastobotrys serpentis
GCA_003706265.2,Nakazawaea holstii,Y,assembly_exact,fungi,Scaffold,GCA_003706265.2,na,Nakazawaea holstii
GCA_003988805.1,Ploettnerulaceae sp. D365,Y,assembly_exact,fungi,Scaffold,GCA_003988805.1,na,Ploettnerulaceae sp. D365
GCA_009193595.1,Aspergillus bertholletiae,Y,assembly_exact,fungi,Scaffold,GCA_009193595.1,na,Aspergillus bertholletiae
GCA_016758945.1,Mucor plumbeus,Y,assembly_exact,fungi,Scaffold,GCA_016758945.1,na,Mucor plumbeus
GCA_017657335.1,Termitomyces titanicus,Y,assembly_exact,fungi,Scaffold,GCA_017657335.1,na,Termitomyces titanicus
GCA_018360225.1,Claviceps pusilla,Y,assembly_exact,fungi,Contig,GCA_018360225.1,na,Claviceps pusilla
GCA_018360325.1,Claviceps aff. humidiphila group G2b,Y,assembly_exact,fungi,Contig,GCA_018360325.1,na,Claviceps aff. humidiphila group G2b
GCA_019096195.1,Boletus sp. NGJ,Y,assembly_exact,fungi,Scaffold,GCA_019096195.1,na,Boletus sp. NGJ
GCA_020280145.1,Barnettozyma botsteinii,Y,assembly_exact,fungi,Scaffold,GCA_020280145.1,na,Gotozyma botsteinii
GCA_020744375.1,Dactylonectria estremocensis,Y,assembly_exact,fungi,Contig,GCA_020744375.1,na,Dactylonectria estremocensis
GCA_021399435.1,Diaporthe sp. PMI_573,Y,assembly_exact,fungi,Contig,GCA_021399435.1,na,Diaporthe sp. PMI_573
GCA_022497025.1,Hypoxylon sp. FL0890,Y,assembly_exact,fungi,Scaffold,GCA_022497025.1,na,Hypoxylon sp. FL0890
GCA_023158955.1,Sungouiella xylosa,Y,assembly_exact,fungi,Contig,GCA_023158955.1,na,Sungouiella xylosa
GCA_024140245.1,Backusella tuberculispora,Y,assembly_exact,fungi,Scaffold,GCA_024140245.1,na,Backusella tuberculispora
GCA_025531625.1,Pichia sp. PX1907B,Y,assembly_exact,fungi,Scaffold,GCA_025531625.1,na,Pichia sp. PX1907B
GCA_026225955.1,Clarireedia paspali,Y,assembly_exact,fungi,Scaffold,GCA_026225955.1,na,Clarireedia paspali
GCA_027578075.1,Coemansia sp. RSA 2559,Y,assembly_exact,fungi,Scaffold,GCA_027578075.1,na,Coemansia sp. RSA 2559
GCA_027578595.1,Coemansia sp. RSA 1836,Y,assembly_exact,fungi,Scaffold,GCA_027578595.1,na,Coemansia sp. RSA 1836
GCA_029281435.1,Mycena haematopus,Y,assembly_exact,fungi,Contig,GCA_029281435.1,na,Mycena haematopus
GCA_029289565.1,Mycena galericulata,Y,assembly_exact,fungi,Contig,GCA_029289565.1,na,Mycena galericulata
GCA_030549205.1,Apiosordaria backusii,Y,assembly_exact,fungi,Contig,GCA_030549205.1,na,Apiosordaria backusii
GCA_030556025.1,Pichia sp. NRRL YB-4149,Y,assembly_exact,fungi,Scaffold,GCA_030556025.1,na,Pichia sp. NRRL YB-4149
GCA_030557175.1,Cyberlindnera japonica,Y,assembly_exact,fungi,Scaffold,GCA_030557175.1,na,Petasospora japonica
GCA_030557995.1,Clavispora vitiphila,Y,assembly_exact,fungi,Scaffold,GCA_030557995.1,na,Clavispora vitiphila
GCA_030560865.1,Nadsonia starkeyi-henricii,Y,assembly_exact,fungi,Scaffold,GCA_030560865.1,na,Nadsonia starkeyi-henricii
GCA_030563105.1,Metschnikowia lopburiensis,Y,assembly_exact,fungi,Scaffold,GCA_030563105.1,na,Metschnikowia lopburiensis
GCA_030568275.1,Lipomyces orientalis,Y,assembly_exact,fungi,Scaffold,GCA_030568275.1,na,Lipomyces orientalis
GCA_030571295.1,[Candida] citri,Y,assembly_exact,fungi,Scaffold,GCA_030571295.1,na,[Candida] citri
GCA_030571535.1,Monosporozyma solicola,Y,assembly_exact,fungi,Scaffold,GCA_030571535.1,na,Monosporozyma solicola
GCA_030572075.1,Yamadazyma ubonensis,Y,assembly_exact,fungi,Scaffold,GCA_030572075.1,na,Yamadazyma ubonensis
GCA_030572415.1,[Candida] membranifaciens,Y,assembly_exact,fungi,Contig,GCA_030572415.1,na,[Candida] membranifaciens
GCA_030573835.1,Tetrapisispora taiwanensis (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_030573835.1,na,Tetrapisispora taiwanensis (nom. inval.)
GCA_030575195.1,Sugiyamaella boreocaroliniensis,Y,assembly_exact,fungi,Scaffold,GCA_030575195.1,na,Sugiyamaella boreocaroliniensis
GCA_030579895.1,Sugiyamaella grinbergsii,Y,assembly_exact,fungi,Scaffold,GCA_030579895.1,na,Sugiyamaella grinbergsii
GCA_030583405.1,Sugiyamaella americana,Y,assembly_exact,fungi,Scaffold,GCA_030583405.1,na,Sugiyamaella americana
