organism_name,assembly_id
Leishmania braziliensis MHOM/BR/75/M2903,GCA_964014055.1
Fragilariopsis cylindrus CCMP1102,GCA_964014685.1
Diplonema japonicum,GCA_964019325.1
Flectonema sp. DT1601,GCA_964019375.1
Perkinsela sp. pyNocScin1,GCA_964019675.1
Epithemia catenata,GCA_964019905.2
Epithemia catenata,GCA_964019935.2
uncultured Cafeteriaceae,GCA_964026335.1
Rhynchopus sp. YZ270_cl-10,GCA_964035565.1
Trypanosoma brucei brucei,GCA_964036035.1
Trypanosoma pestanai,GCA_964197905.1
Trypanosoma erneyi,GCA_964197915.1
Trypanosoma suis,GCA_964197925.1
Trypanosoma theileri,GCA_964197935.1
Sphacelaria rigidula,GCA_964200075.2
Ectocarpus sp. 13 AM-2016,GCA_964200085.2
Choristocarpus tenellus,GCA_964200185.2
Phaeothamnion confervicola,GCA_964200195.2
Ectocarpus fasciculatus,GCA_964200205.2
Heterosigma akashiwo,GCA_964200215.2
Discosporangium mesarthrocarpum,GCA_964200235.2
Ectocarpus sp. 12 AP-2014,GCA_964200265.2
Ectocarpus sp. 12 AP-2014,GCA_964200275.2
Pylaiella littoralis,GCA_964200295.2
Scytosiphon promiscuus,GCA_964200315.2
Hapterophycus canaliculatus,GCA_964200335.2
Ascophyllum nodosum,GCA_964200345.2
Ectocarpus sp. 6 AP-2014,GCA_964200375.2
Chrysoparadoxa australica,GCA_964200425.2
Ectocarpus sp. 4 AP-2014,GCA_964200485.2
Ectocarpus sp. 8 AP-2014,GCA_964200495.2
Ectocarpus fasciculatus,GCA_964200585.2
Laminaria digitata,GCA_964200635.2
Symbiodinium pilosum,GCA_964212085.1
Symbiodinium pilosum,GCA_964212145.1
Dictyota dichotoma,GCA_964261275.1
Sargassum natans,GCA_964261315.1
Rhynchopus humris,GCA_964374155.1
Rhynchopus humris,GCA_964374165.1
Phaeosaccion multiseriatum,GCA_965112735.1
Cryptomonas pyrenoidifera,GCA_965119555.1
Ochromonas danica,GCA_965119565.1
Rhinomonas nottbeckii,GCA_965120255.1
Rhodomonas lacustris,GCA_965120265.1
Storeatula major,GCA_965120275.1
Bilabrum cf. latius,GCA_965178095.1
Bilabrum cf. latius,GCA_965178125.1
Plasmodium simium,GCA_965178745.1
Cryptomonas borealis,GCA_965233945.1
Cryptomonas baltica,GCA_965233955.1
Rebecca billardiae,GCA_965240325.2
Gulsonia nodulosa,GCA_965246695.1
Symbiodinium tridacnidarum,GCA_965279495.1
Osmundea hybrida,GCA_965362265.2
Blepharisma stoltei,GCA_965603825.1
Ericaria zosteroides,GCA_965615335.1
Breviolum minutum,GCA_965643015.1
Agarophyton chilense,GCA_965643885.1
Paraphysomonas bandaiensis,GCA_965644295.1
Caecitellus pseudoparvulus,GCA_965644315.1
Perkinsela sp. CCAP 1560/9,GCA_965644455.1
Perkinsela sp. CCAP 1560/9,GCA_965644495.1
Caenomorpha sp.,GCA_966172865.1
Paramecium nephridiatum,GCA_973845125.1
Effrenium voratum,GCA_975362855.1
Effrenium voratum,GCA_975480655.1
Phytophthora rosacearum,GCA_975902205.1
Paramecium bursaria,GCA_976925385.1
Phymatolithon calcareum,GCA_977006965.1
Halluxium pauxillum,GCA_977016805.1
Symbiodinium sp. 259-268,GCA_977016855.1
Plagiopyla sp. strain JUDRED,GCA_977017555.1
Paramoeba atlantica,GCA_977017575.1
Maristentor dinoferus,GCA_977017595.1
Plagiopyla frontata,GCA_977017605.1
Paramoeba atlantica,GCA_977017615.1
Minutocellus sp. GHC0000111,GCA_977018835.1
Plagiopyla sp. strain F1A,GCA_977018885.1
Minutocellus sp. GHC0000111,GCA_977018905.1
Freudenthalidium heronense,GCA_977020485.2
Leishmania mexicana,GCA_977035625.1
Phytomonas serpens,GCA_977035635.1
Cruzella marina,GCA_977035865.1
Cruzella marina,GCA_977035905.1
Euplotes octocarinatus,GCA_977035975.1
Breviolum psygmophilum,GCA_977036015.1
Symbiodinium sp. UOBC0000020,GCA_977036045.1
Trypanosoma platydactyli,GCA_977064345.1
Leishmania tarentolae,GCA_977064355.1
Phytophthora melonis,GCA_977064985.1
Paramecium tetraurelia,GCA_977072105.1
uncultured freshwater cryptophyte,GCA_977089945.1
Symbiodinium microadriaticum,GCA_977109205.1
Veerella sp. RCC6043,GCA_977862215.1
Dudresnaya verticillata,GCA_977862235.1
Plasmodium falciparum,GCA_977926795.1
Plasmodium falciparum,GCA_977926805.1
Plasmodium ovale,GCA_977926815.1
Plasmodium ovale,GCA_977926825.1
Plasmodium falciparum,GCA_977926835.1
Plasmodium malariae,GCA_977926845.1
Plasmodium ovale,GCA_977926855.1
Plasmodium malariae,GCA_977926865.1
Plasmodium ovale,GCA_977926875.1
Plasmodium malariae,GCA_977926885.1
Plagiopyla sp. F26,GCA_977966335.1
Paramecium deuterobursaria,GCA_977966355.1
Paramecium tetratobursaria,GCA_977966395.1
Bodo sp.,GCA_977966515.1
Symbiodinium sp. D2,GCA_977969835.1
Gerakladium sp. JEP-2021,GCA_977969885.1
Symbiodinium sp. 240-249,GCA_977969955.2
Symbiodinium sp. 240-249,GCA_977969975.2
Asterionellopsis sp. RCC1712,GCA_977969985.1
Eimeria maxima,GCA_977970305.1
Eimeria maxima,GCA_977970315.1
Sargassum wightii,GCA_978015465.1
Delisea pulchra,GCA_978019225.1
Perkinsus olseni,GCA_978019485.1
Perkinsus olseni,GCA_978019665.1
Perkinsus marinus,GCA_978019715.1
Perkinsus chesapeaki,GCA_978019755.1
Helminthora divaricata,GCA_978020535.1
Pelagomonas sp. RCC986,GCA_978041885.1
Acanthamoeba sp. GP39-C1,GCA_978143355.1
Plagiogrammopsis vanheurckii,GCA_978489235.1
Hydrurus foetidus,GCA_978795795.1
Freudenthalidium endolithicum,GCA_979612505.1
Alsidium corallinum,GCA_980437035.1
Paramecium primaurelia,GCA_980642815.1
Paramecium octaurelia,GCA_980644265.1
Paramecium pentaurelia,GCA_980645695.1
Paramecium sexaurelia,GCA_980645855.1
Paramecium biaurelia,GCA_980646935.1
Paramecium tetraurelia,GCA_980648895.1
Paramecium sonneborni,GCA_980648905.1
Paramecium tetraurelia,GCA_980649275.1
Paramecium tetraurelia,GCA_980650655.1
Paramecium tetraurelia,GCA_980654785.1
Tabularia sp. RCC1743,GCA_980915175.1
Eimeria acervulina,GCA_981118555.1
Blastocystis sp. subtype 4,GCA_981425075.1
Blastocystis sp. ATCC 50177/Nand II,GCA_981451855.1
Porphyra dioica,GCA_981602585.1
Porphyra linearis,GCA_981691865.1
Blastocystis sp. subtype 4,GCA_982246525.1
Blastocystis sp. subtype 4,GCA_982253245.1
Trypanosoma congolense,GCA_982258845.1
Blastocystis sp. subtype 4,GCA_982266135.1
Cryptomonas baltica,GCA_982374245.1
Cryptomonas baltica,GCA_982374495.1
Lithophyllum stictiforme,GCA_982384165.1
Meristiella gelidium,GCA_982557675.1
Psammodictyon sp. RCC7710,GCA_982586505.1
