organism_name,assembly_id
Spironucleus salmonicida,GCA_000497125.2
Spongospora subterranea,GCA_900404475.1
Stentor coeruleus,GCA_001970955.1
Stentor roeselii,GCA_006503475.1
Stephanocyclus meneghinianus,GCA_036940045.1
Stephanodiscus minutulus,GCA_036939435.1
Stephanodiscus triporus,GCA_036939755.1
Sterkiella histriomuscorum,GCA_001273305.2
Stramenopiles sp. TOSAG23-2,GCA_900128395.1
Stramenopiles sp. TOSAG23-3,GCA_900128585.1
Stramenopiles sp. TOSAG23-6,GCA_900128565.1
Stramenopiles sp. TOSAG41-1,GCA_900128575.1
Strigomonas culicis,GCA_000482145.1
Strigomonas galati,GCA_000482125.1
Strigomonas oncopelti,GCA_000482165.1
Strombidium stylifer,GCA_010577775.2
Stylonychia lemnae,GCA_000751175.1
Symbiodinium kawagutii,GCA_009767595.1
Symbiodinium microadriaticum,GCA_001939145.1
Symbiodinium natans,GCA_905221605.1
Symbiodinium necroappetens,GCA_905231915.1
Symbiodinium pilosum,GCA_905231905.1
Symbiodinium sp. CCMP2456,GCA_905221635.1
Symbiodinium sp. CCMP2592,GCA_905221615.1
Symbiodinium sp. clade A,GCA_003297005.1
Synura sp. LO234KE,GCA_015143735.1
Tetmemena sp. SeJ-2015,GCA_027382625.1
Tetrahymena borealis,GCA_000260095.1
Tetrahymena elliotti,GCA_000231825.2
Tetrahymena malaccensis,GCA_000231845.2
Tetrahymena thermophila,GCF_000189635.1
Tetramitus jugosus,GCA_937625935.1
Tetraparma gracilis,GCA_030267505.1
Thalassiosira allenii,GCA_036939655.1
Thalassiosira delicatula,GCA_036939835.1
Thalassiosira exigua,GCA_036939895.1
Thalassiosira gravida,GCA_037356215.1
Thalassiosira hispida,GCA_036939495.1
Thalassiosira livingstoniorum,GCA_036939595.1
Thalassiosira mediterranea,GCA_036939795.1
Thalassiosira oceanica,GCA_019693575.1
Thalassiosira ordinaria,GCA_036939695.1
Thalassiosira pacifica,GCA_036939875.1
Thalassiosira profunda,GCA_036939355.1
Thalassiosira pseudonana,GCF_000149405.2
Thalassiosira sp. AJA248-18,GCA_036939945.1
Thalassiosira tumida,GCA_037356255.1
Thecamonas trahens,GCF_000142905.1
Theileria annulata,GCF_000003225.4
Theileria equi,GCF_000342415.1
Theileria luwenshuni,GCA_029379255.1
Theileria orientalis,GCF_000740895.1
Theileria parva,GCF_000165365.1
Theileria sp. buffalo,GCA_026724395.1
Thraustochytrium aureum,GCA_012862495.1
Thraustochytrium sp. ATCC 26185,GCA_002154235.1
Thraustochytrium sp. TN22,GCA_013306675.1
Thraustochytrium striatum,GCA_022244645.1
Thraustotheca clavata,GCA_002081575.1
Tieghemostelium lacteum,GCA_001606155.1
Toxoplasma gondii,GCF_000006565.2
Tribonema minus,GCA_017506865.1
Trichomonas gallinae,GCA_008369845.1
Trichomonas tenax,GCA_023091735.1
Trichomonas vaginalis,GCF_026262505.1
Trichosphaerium sp. ATCC 40318,GCA_038496445.1
Triparma columacea,GCA_030267965.1
Triparma laevis,GCA_012489335.1
Triparma retinervis,GCA_030267625.1
Triparma strigata,GCA_030267945.1
Triparma verrucosa,GCA_030267905.1
Tritrichomonas foetus,GCA_001839685.1
Tritrichomonas musculus,GCA_039105265.1
Trypanosoma avium,GCA_030849755.1
Trypanosoma boissoni,GCA_030849725.1
Trypanosoma brucei,GCF_000002445.2
Trypanosoma caninum,GCA_036321205.1
Trypanosoma congolense,GCA_002287245.1
Trypanosoma conorhini,GCF_003719485.1
Trypanosoma cruzi,GCF_000209065.1
Trypanosoma evansi,GCA_917563935.1
Trypanosoma grayi,GCF_000691245.1
Trypanosoma lewisi,GCA_036321185.1
Trypanosoma mega,GCA_030849715.1
Trypanosoma melophagium,GCA_022059095.1
Trypanosoma platydactyli,GCA_030849675.1
Trypanosoma rangeli,GCF_003719475.1
Trypanosoma scelopori,GCA_030849745.1
Trypanosoma theileri,GCF_002087225.1
Trypanosomatidae sp. Fi-14,GCA_023091115.2
Trypanosomatidae sp. JR-2017b,GCA_016643115.1
Trypanosoma vivax,GCA_021307395.1
Undaria pinnatifida,GCA_012845835.1
Uronychia binucleata,GCA_021441645.1
Uronychia setigera,GCA_021439965.1
Urostyla sp. PUJRC_G1,GCA_001272955.2
Vaucheria bursata,GCA_032358265.1
Vickermania ingenoplastis,GCA_010157825.1
Vickermania spadyakhi,GCA_030849815.1
Vitrella brassicaformis,GCA_001179505.1
Wallacemonas collosoma,GCA_030849615.1
Wallacemonas rigidus,GCA_030849045.1
Wallacemonas sp. 195SL,GCA_030849605.1
Wallacemonas sp. MBr04,GCA_030849635.1
Wallacemonas sp. TrypX,GCA_030849625.1
Wallacemonas sp. Wsd,GCA_030849645.1
Willaertia magna,GCA_902984215.1
Zelonia costaricensis,GCA_030849075.1
